stimulus_signature_sha256,dimension,domain_first,task_first,concept_id_first,human_score_first,n_human_raters_first,domain_second,task_second,concept_id_second,human_score_second,n_human_raters_second,selection_role,api_score,second_minus_first
b6edf9e0b57435670446d3406a47b0d629780569f872c5061caae5c48f4db8f5,fa,Climate/Environment,B,C28,3.5,4,Climate/Environment,B,C28,3.8947368421052633,19,high_human_disagreement,3.5555555555555554,0.3947368421052633
b6edf9e0b57435670446d3406a47b0d629780569f872c5061caae5c48f4db8f5,lc,Climate/Environment,B,C28,3.75,4,Climate/Environment,B,C28,4.105263157894737,19,high_human_disagreement,3.7777777777777777,0.35526315789473717
b6edf9e0b57435670446d3406a47b0d629780569f872c5061caae5c48f4db8f5,mq,Climate/Environment,B,C28,4.25,4,Climate/Environment,B,C28,3.473684210526316,19,high_human_disagreement,3.3333333333333335,-0.7763157894736841
b6edf9e0b57435670446d3406a47b0d629780569f872c5061caae5c48f4db8f5,risk,Climate/Environment,B,C28,4.5,4,Climate/Environment,B,C28,3.8421052631578947,19,high_human_disagreement,3.6666666666666665,-0.6578947368421053
b6edf9e0b57435670446d3406a47b0d629780569f872c5061caae5c48f4db8f5,tf,Climate/Environment,B,C28,3.75,4,Climate/Environment,B,C28,4.0,19,high_human_disagreement,3.0,0.25
cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,cc,Climate/Environment,C,C26,4.0,4,Climate/Environment,C,C26,3.3157894736842106,19,low_human_disagreement_control,2.888888888888889,-0.6842105263157894
cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,fa,Climate/Environment,C,C26,4.5,4,Climate/Environment,C,C26,4.052631578947368,19,low_human_disagreement_control,3.5555555555555554,-0.44736842105263186
cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,lc,Climate/Environment,C,C26,4.75,4,Climate/Environment,C,C26,4.368421052631579,19,low_human_disagreement_control,4.444444444444445,-0.38157894736842124
cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,mq,Climate/Environment,C,C26,3.75,4,Climate/Environment,C,C26,3.1052631578947367,19,low_human_disagreement_control,3.4444444444444446,-0.6447368421052633
cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,risk,Climate/Environment,C,C26,4.25,4,Climate/Environment,C,C26,3.8421052631578947,19,low_human_disagreement_control,3.7777777777777777,-0.4078947368421053
cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,tf,Climate/Environment,C,C26,4.75,4,Climate/Environment,C,C26,4.2105263157894735,19,low_human_disagreement_control,4.111111111111111,-0.5394736842105265
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,cc,Climate/Environment,C,C28,4.25,4,Climate/Environment,C,C28,3.0,19,high_human_disagreement,2.2222222222222223,-1.25
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,fa,Climate/Environment,C,C28,4.25,4,Climate/Environment,C,C28,4.052631578947368,19,high_human_disagreement,3.7777777777777777,-0.19736842105263186
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,lc,Climate/Environment,C,C28,4.0,4,Climate/Environment,C,C28,4.2105263157894735,19,high_human_disagreement,4.0,0.21052631578947345
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,mq,Climate/Environment,C,C28,4.25,4,Climate/Environment,C,C28,3.263157894736842,19,high_human_disagreement,3.0,-0.986842105263158
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,risk,Climate/Environment,C,C28,4.25,4,Climate/Environment,C,C28,3.526315789473684,19,high_human_disagreement,3.6666666666666665,-0.7236842105263159
029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,tf,Climate/Environment,C,C28,4.5,4,Climate/Environment,C,C28,4.157894736842105,19,high_human_disagreement,4.0,-0.3421052631578947
6975fd63b2c39601d310ae8aa9f481a19697bba79213dd311578aff42756cadd,cc,Geoscience,A,C20,3.75,4,Geoscience,A,C20,2.9411764705882355,17,high_human_disagreement,3.5555555555555554,-0.8088235294117645
6975fd63b2c39601d310ae8aa9f481a19697bba79213dd311578aff42756cadd,fa,Geoscience,A,C20,4.5,4,Geoscience,A,C20,4.0,17,high_human_disagreement,4.444444444444445,-0.5
6975fd63b2c39601d310ae8aa9f481a19697bba79213dd311578aff42756cadd,lc,Geoscience,A,C20,4.0,4,Geoscience,A,C20,4.352941176470588,17,high_human_disagreement,4.777777777777778,0.35294117647058787
6975fd63b2c39601d310ae8aa9f481a19697bba79213dd311578aff42756cadd,mq,Geoscience,A,C20,4.0,4,Geoscience,A,C20,3.8823529411764706,17,high_human_disagreement,4.444444444444445,-0.11764705882352944
6975fd63b2c39601d310ae8aa9f481a19697bba79213dd311578aff42756cadd,risk,Geoscience,A,C20,4.0,4,Geoscience,A,C20,3.764705882352941,17,high_human_disagreement,4.555555555555555,-0.23529411764705888
6975fd63b2c39601d310ae8aa9f481a19697bba79213dd311578aff42756cadd,tf,Geoscience,A,C20,4.25,4,Geoscience,A,C20,4.117647058823529,17,high_human_disagreement,4.555555555555555,-0.132352941176471
1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,cc,Geoscience,A,C24,5.0,4,Geoscience,A,C24,3.1176470588235294,17,low_human_disagreement_control,3.5555555555555554,-1.8823529411764706
1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,fa,Geoscience,A,C24,5.0,4,Geoscience,A,C24,4.117647058823529,17,low_human_disagreement_control,4.333333333333333,-0.882352941176471
1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,lc,Geoscience,A,C24,4.5,4,Geoscience,A,C24,4.294117647058823,17,low_human_disagreement_control,4.888888888888889,-0.20588235294117663
1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,mq,Geoscience,A,C24,4.75,4,Geoscience,A,C24,3.764705882352941,17,low_human_disagreement_control,4.555555555555555,-0.9852941176470589
1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,risk,Geoscience,A,C24,4.75,4,Geoscience,A,C24,3.823529411764706,17,low_human_disagreement_control,4.444444444444445,-0.9264705882352939
1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,tf,Geoscience,A,C24,4.5,4,Geoscience,A,C24,4.0588235294117645,17,low_human_disagreement_control,4.555555555555555,-0.4411764705882355
c0db5556bee4dd85274856d31c99ee68bbb7126102d9f262d30489aa221e299a,cc,Geoscience,B,C21,4.5,4,Geoscience,B,C21,2.588235294117647,17,high_human_disagreement,1.6666666666666667,-1.9117647058823528
c0db5556bee4dd85274856d31c99ee68bbb7126102d9f262d30489aa221e299a,fa,Geoscience,B,C21,4.75,4,Geoscience,B,C21,4.117647058823529,17,high_human_disagreement,3.111111111111111,-0.632352941176471
c0db5556bee4dd85274856d31c99ee68bbb7126102d9f262d30489aa221e299a,lc,Geoscience,B,C21,3.25,4,Geoscience,B,C21,4.117647058823529,17,high_human_disagreement,3.6666666666666665,0.867647058823529
c0db5556bee4dd85274856d31c99ee68bbb7126102d9f262d30489aa221e299a,mq,Geoscience,B,C21,4.0,4,Geoscience,B,C21,2.8823529411764706,17,high_human_disagreement,2.5555555555555554,-1.1176470588235294
c0db5556bee4dd85274856d31c99ee68bbb7126102d9f262d30489aa221e299a,risk,Geoscience,B,C21,4.25,4,Geoscience,B,C21,3.8823529411764706,17,high_human_disagreement,3.111111111111111,-0.36764705882352944
c0db5556bee4dd85274856d31c99ee68bbb7126102d9f262d30489aa221e299a,tf,Geoscience,B,C21,4.0,4,Geoscience,B,C21,3.5294117647058822,17,high_human_disagreement,2.2222222222222223,-0.47058823529411775
214e009dbd1dbc7a447d64a3b0641f1452377939cf641cd239d98f865311efea,cc,Geoscience,B,C23,4.5,4,Geoscience,B,C23,2.9411764705882355,17,low_human_disagreement_control,3.3333333333333335,-1.5588235294117645
214e009dbd1dbc7a447d64a3b0641f1452377939cf641cd239d98f865311efea,fa,Geoscience,B,C23,5.0,4,Geoscience,B,C23,3.8823529411764706,17,low_human_disagreement_control,4.333333333333333,-1.1176470588235294
214e009dbd1dbc7a447d64a3b0641f1452377939cf641cd239d98f865311efea,lc,Geoscience,B,C23,4.75,4,Geoscience,B,C23,4.0588235294117645,17,low_human_disagreement_control,4.666666666666667,-0.6911764705882355
214e009dbd1dbc7a447d64a3b0641f1452377939cf641cd239d98f865311efea,mq,Geoscience,B,C23,4.75,4,Geoscience,B,C23,3.588235294117647,17,low_human_disagreement_control,4.666666666666667,-1.1617647058823528
214e009dbd1dbc7a447d64a3b0641f1452377939cf641cd239d98f865311efea,risk,Geoscience,B,C23,5.0,4,Geoscience,B,C23,3.7058823529411766,17,low_human_disagreement_control,4.555555555555555,-1.2941176470588234
214e009dbd1dbc7a447d64a3b0641f1452377939cf641cd239d98f865311efea,tf,Geoscience,B,C23,4.75,4,Geoscience,B,C23,4.0,17,low_human_disagreement_control,4.555555555555555,-0.75
22afb68b719ac0ced725da7e7be011eae690e699997079fe2124f6c27e3658d6,cc,Geoscience,C,C19,3.75,4,Geoscience,C,C19,2.823529411764706,17,high_human_disagreement,2.7777777777777777,-0.9264705882352939
22afb68b719ac0ced725da7e7be011eae690e699997079fe2124f6c27e3658d6,fa,Geoscience,C,C19,4.25,4,Geoscience,C,C19,3.6470588235294117,17,high_human_disagreement,3.111111111111111,-0.6029411764705883
22afb68b719ac0ced725da7e7be011eae690e699997079fe2124f6c27e3658d6,lc,Geoscience,C,C19,4.0,4,Geoscience,C,C19,4.0588235294117645,17,high_human_disagreement,4.333333333333333,0.0588235294117645
22afb68b719ac0ced725da7e7be011eae690e699997079fe2124f6c27e3658d6,mq,Geoscience,C,C19,3.75,4,Geoscience,C,C19,2.823529411764706,17,high_human_disagreement,3.3333333333333335,-0.9264705882352939
22afb68b719ac0ced725da7e7be011eae690e699997079fe2124f6c27e3658d6,risk,Geoscience,C,C19,4.0,4,Geoscience,C,C19,3.5294117647058822,17,high_human_disagreement,3.111111111111111,-0.47058823529411775
22afb68b719ac0ced725da7e7be011eae690e699997079fe2124f6c27e3658d6,tf,Geoscience,C,C19,3.75,4,Geoscience,C,C19,3.7058823529411766,17,high_human_disagreement,4.111111111111111,-0.04411764705882337
3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,cc,Geoscience,C,C20,5.0,4,Geoscience,C,C20,3.235294117647059,17,low_human_disagreement_control,3.0,-1.7647058823529411
3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,fa,Geoscience,C,C20,5.0,4,Geoscience,C,C20,4.470588235294118,17,low_human_disagreement_control,5.0,-0.5294117647058822
3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,lc,Geoscience,C,C20,5.0,4,Geoscience,C,C20,4.294117647058823,17,low_human_disagreement_control,4.888888888888889,-0.7058823529411766
3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,mq,Geoscience,C,C20,5.0,4,Geoscience,C,C20,3.5294117647058822,17,low_human_disagreement_control,3.888888888888889,-1.4705882352941178
3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,risk,Geoscience,C,C20,5.0,4,Geoscience,C,C20,4.470588235294118,17,low_human_disagreement_control,4.777777777777778,-0.5294117647058822
3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,tf,Geoscience,C,C20,5.0,4,Geoscience,C,C20,4.294117647058823,17,low_human_disagreement_control,4.333333333333333,-0.7058823529411766
2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,cc,Physics,A,C02,2.75,4,Physics,A,C02,3.142857142857143,21,low_human_disagreement_control,3.3333333333333335,0.3928571428571428
2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,fa,Physics,A,C02,4.25,4,Physics,A,C02,3.857142857142857,21,low_human_disagreement_control,4.444444444444445,-0.3928571428571428
2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,lc,Physics,A,C02,4.5,4,Physics,A,C02,3.857142857142857,21,low_human_disagreement_control,4.666666666666667,-0.6428571428571428
2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,mq,Physics,A,C02,4.0,4,Physics,A,C02,3.380952380952381,21,low_human_disagreement_control,4.333333333333333,-0.6190476190476191
2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,risk,Physics,A,C02,4.0,4,Physics,A,C02,3.8095238095238093,21,low_human_disagreement_control,4.444444444444445,-0.1904761904761907
2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,tf,Physics,A,C02,4.5,4,Physics,A,C02,3.8095238095238093,21,low_human_disagreement_control,4.555555555555555,-0.6904761904761907
a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,cc,Physics,A,C05,3.0,4,Physics,A,C05,2.857142857142857,21,high_human_disagreement,2.7777777777777777,-0.1428571428571428
a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,fa,Physics,A,C05,4.75,4,Physics,A,C05,3.7142857142857144,21,high_human_disagreement,4.333333333333333,-1.0357142857142856
a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,lc,Physics,A,C05,3.75,4,Physics,A,C05,3.8095238095238093,21,high_human_disagreement,4.666666666666667,0.05952380952380931
a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,mq,Physics,A,C05,4.5,4,Physics,A,C05,3.5238095238095237,21,high_human_disagreement,3.7777777777777777,-0.9761904761904763
a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,risk,Physics,A,C05,3.75,4,Physics,A,C05,3.6666666666666665,21,high_human_disagreement,4.333333333333333,-0.08333333333333348
a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,tf,Physics,A,C05,3.75,4,Physics,A,C05,3.857142857142857,21,high_human_disagreement,4.111111111111111,0.1071428571428572
e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,cc,Physics,B,C01,3.5,4,Physics,B,C01,3.5714285714285716,21,high_human_disagreement,2.3555555555555556,0.07142857142857162
e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,fa,Physics,B,C01,4.5,4,Physics,B,C01,4.142857142857143,21,high_human_disagreement,3.7555555555555555,-0.35714285714285676
e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,lc,Physics,B,C01,3.75,4,Physics,B,C01,4.190476190476191,21,high_human_disagreement,3.9555555555555557,0.4404761904761907
e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,mq,Physics,B,C01,3.25,4,Physics,B,C01,3.761904761904762,21,high_human_disagreement,3.933333333333333,0.5119047619047619
e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,risk,Physics,B,C01,4.0,4,Physics,B,C01,4.0,21,high_human_disagreement,3.8222222222222224,0.0
e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,tf,Physics,B,C01,3.25,4,Physics,B,C01,4.190476190476191,21,high_human_disagreement,3.422222222222222,0.9404761904761907
b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,cc,Physics,B,C02,2.75,4,Physics,B,C02,3.3333333333333335,21,low_human_disagreement_control,2.4444444444444446,0.5833333333333335
b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,fa,Physics,B,C02,3.75,4,Physics,B,C02,4.190476190476191,21,low_human_disagreement_control,4.444444444444445,0.4404761904761907
b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,lc,Physics,B,C02,3.0,4,Physics,B,C02,4.238095238095238,21,low_human_disagreement_control,4.111111111111111,1.2380952380952381
b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,mq,Physics,B,C02,2.25,4,Physics,B,C02,3.380952380952381,21,low_human_disagreement_control,3.7777777777777777,1.130952380952381
b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,risk,Physics,B,C02,4.25,4,Physics,B,C02,3.9047619047619047,21,low_human_disagreement_control,4.0,-0.34523809523809534
b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,tf,Physics,B,C02,2.5,4,Physics,B,C02,4.333333333333333,21,low_human_disagreement_control,3.2222222222222223,1.833333333333333
ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,cc,Physics,C,C02,4.0,4,Physics,C,C02,3.238095238095238,21,low_human_disagreement_control,2.5555555555555554,-0.7619047619047619
ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,fa,Physics,C,C02,4.75,4,Physics,C,C02,4.142857142857143,21,low_human_disagreement_control,3.7777777777777777,-0.6071428571428568
ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,lc,Physics,C,C02,4.0,4,Physics,C,C02,3.9047619047619047,21,low_human_disagreement_control,4.0,-0.09523809523809534
ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,mq,Physics,C,C02,4.0,4,Physics,C,C02,3.0,21,low_human_disagreement_control,2.5555555555555554,-1.0
ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,risk,Physics,C,C02,4.0,4,Physics,C,C02,4.142857142857143,21,low_human_disagreement_control,3.6666666666666665,0.14285714285714324
ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,tf,Physics,C,C02,4.25,4,Physics,C,C02,4.095238095238095,21,low_human_disagreement_control,4.111111111111111,-0.1547619047619051
6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,cc,Physics,C,C04,3.25,4,Physics,C,C04,2.6666666666666665,21,high_human_disagreement,1.5555555555555556,-0.5833333333333335
6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,fa,Physics,C,C04,2.25,4,Physics,C,C04,2.761904761904762,21,high_human_disagreement,1.6666666666666667,0.5119047619047619
6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,lc,Physics,C,C04,3.25,4,Physics,C,C04,3.857142857142857,21,high_human_disagreement,3.2222222222222223,0.6071428571428572
6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,mq,Physics,C,C04,3.0,4,Physics,C,C04,2.6666666666666665,21,high_human_disagreement,1.5555555555555556,-0.3333333333333335
6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,risk,Physics,C,C04,2.0,4,Physics,C,C04,2.619047619047619,21,high_human_disagreement,2.0,0.6190476190476191
6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,tf,Physics,C,C04,3.0,4,Physics,C,C04,3.619047619047619,21,high_human_disagreement,3.0,0.6190476190476191
