item_id,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,judge_quality_composite,parse_success,retry_count,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id,version,concept_key,source_item_id,material_no,question_code,visible_text_sha256
rb18_32041e3f1e26,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,924,379,,C,net_force_vs_velocity,reader_C_06,6,Q18,32041e3f1e26e235648940f68b4bf9504ef6d9e2cd4da4eb5fb9768a02ee2a8e
rb18_df546a2e1915,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,5,4,3,3,3.8,True,0,200,1246,129,,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,3,2,4,4,2,3,3.0,True,0,200,793,100,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,3,5,4,4,2,4.2,True,0,200,930,138,,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,4,5,5,4,1,4.6,True,0,200,894,89,gemini-3.1-pro-preview,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4,3,5,5,3,3,4.0,True,0,200,859,1834,,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,3,3,5,5,3,3,3.8,True,1,200,787,2176,fpv0_81006e3b,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,3,4,5,2,3,3.6,True,0,200,845,110,,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,4,3,5,5,3,2,4.0,True,0,200,1084,785,,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_df546a2e1915,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,3,5,5,4,2,4.4,True,0,200,857,377,,A,plant_respiration,reader_A_04,4,Q16,df546a2e19151618ad7a16d147bfbfe0137eaba193fa99efc5b0835f087e15fc
rb18_7d107c521a36,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,5,5,4,2,4.2,True,0,200,1305,129,,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,3,5,5,4,1,4.2,True,0,200,825,101,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,4,5,5,5,1,4.8,True,0,200,964,140,,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,5,5,5,5,1,5.0,True,0,200,930,131,gemini-3.1-pro-preview,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,5,5,5,5,1,5.0,True,0,200,889,1060,,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,5,5,5,5,1,5.0,True,1,200,819,1842,fpv0_e68c0644,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,3,3,4.2,True,1,200,881,112,,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,4,5,5,5,1,4.8,True,0,200,1132,420,,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_7d107c521a36,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,890,379,,B,plant_respiration,reader_B_04,4,Q16,7d107c521a368d49dee979673b8a5f527c057f5d989a9d99eaa5e569579532c7
rb18_debd484e21cb,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,5,4,4,2,4.0,True,0,200,1344,133,,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,5,4,5,5,5,1,4.8,True,0,200,840,99,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,4,5,5,5,1,4.8,True,0,200,977,136,,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,5,5,5,5,1,5.0,True,0,200,946,128,gemini-3.1-pro-preview,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,5,5,5,5,1,5.0,True,0,200,906,1086,,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,5,5,5,5,1,5.0,True,0,200,832,2137,fpv0_81006e3b,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,4,5,5,5,1,4.8,True,0,200,893,108,,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,5,5,5,5,1,5.0,True,0,200,1155,363,,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_debd484e21cb,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,899,375,,C,plant_respiration,reader_C_04,4,Q16,debd484e21cbc69e4e5252a8fd6ae9c9813c48c2bb10c0db71e6b7d089244b86
rb18_129767c542cc,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,5,3,4,2,3.6,True,0,200,1239,585,,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,2,4,3,3,2,3.2,True,0,200,802,99,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4,3,5,4,4,2,4.0,True,0,200,947,139,,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,4,3,5,4,5,2,4.2,True,0,200,903,89,gemini-3.1-pro-preview,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,3,5,3,5,1,4.2,True,0,200,867,1634,,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,4,3,5,4,5,2,4.2,True,0,200,797,3915,fpv0_81006e3b,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,4.6,True,0,200,858,111,,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,4,3,5,5,4,2,4.2,True,0,200,1082,595,,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_129767c542cc,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,4,3,5,5,5,2,4.4,True,0,200,872,378,,A,projectile_motion,reader_A_01,1,Q13,129767c542cc331f8964f791ac9786011e914888935ed61fe378d724123902fb
rb18_00007c0f6079,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,5,4,4,2,4.2,True,0,200,1305,129,,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,3,5,4,3,1,3.8,True,0,200,834,101,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,4,5,5,5,1,4.8,True,0,200,979,140,,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,5,5,5,5,1,5.0,True,0,200,937,131,gemini-3.1-pro-preview,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,5,5,5,5,1,5.0,True,0,200,897,1071,,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,5,4,5,5,5,1,4.8,True,0,200,830,3272,fpv0_e68c0644,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4,3,4,5,4,2,4.0,True,0,200,893,112,,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,4,5,5,5,1,4.8,True,0,200,1122,341,,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_00007c0f6079,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,900,379,,B,projectile_motion,reader_B_01,1,Q13,00007c0f6079d4def1f0f554da96ad375327ad6dbebde59310c36bb361266d0a
rb18_0750c04a6022,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,5,3,5,2,4.2,True,0,200,1335,674,,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,4,3,5,4,4,2,4.0,True,0,200,855,101,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5,4,5,5,5,1,4.8,True,0,200,1005,140,,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,5,5,5,5,5,1,5.0,True,0,200,961,131,gemini-3.1-pro-preview,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,5,4,5,5,5,1,4.8,True,0,200,922,1601,,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,kimi,Kimi K2.6 Thinking,kimi-k2.6-thinking,kimi-k2.6,kimi-k2.6,kimi-k2.6-thinking,4,3,5,4,5,2,4.2,True,0,200,849,3407,fpv0_e68c0644,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5,3,5,5,5,1,4.6,True,0,200,913,112,,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,5,4,5,5,5,2,4.8,True,0,200,1149,597,,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
rb18_0750c04a6022,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,5,4,5,5,5,1,4.8,True,0,200,922,379,,C,projectile_motion,reader_C_01,1,Q13,0750c04a60221d3678629f17bdb60316cbdda5643706a794f50ca55a81d8e0b5
