judge_provider,dimension,n_complete_stimuli,all_three_exact_agreement,mean_within_item_sd,median_within_item_sd,mean_within_item_mad_from_item_mean,mean_pairwise_exact_agreement,mean_pairwise_within_one_category,mean_absolute_pairwise_difference,mean_pairwise_rmse,mean_pairwise_spearman,min_pairwise_spearman,mean_pairwise_lin_ccc,min_pairwise_lin_ccc,mean_pairwise_quadratic_weighted_kappa,icc_a1_absolute_single_measure,icc_stimulus_bootstrap_ci_low,icc_stimulus_bootstrap_ci_high,icc_stimulus_bootstrap_valid_draws,icc_concept_cluster_bootstrap_ci_low,icc_concept_cluster_bootstrap_ci_high,icc_concept_cluster_bootstrap_valid_draws,status
anthropic,fa,90,0.7,0.17320508075688776,0.0,0.13333333333333333,0.7999999999999999,1.0,0.19999999999999998,0.44573812015179043,0.856893562340619,0.832680395272786,0.8673355567999805,0.8508577447463598,0.8673273010447131,0.8685232806259233,0.8052671075001042,0.9152547057096917,2000,0.8152592001952232,0.9042480446111186,2000,complete_provider
anthropic,cc,90,0.8111111111111111,0.1090550508469293,0.0,0.08395061728395062,0.8740740740740741,1.0,0.1259259259259259,0.3525653625144635,0.8603422695291885,0.8329490412866415,0.8565051778061091,0.828731284666416,0.8564947528111838,0.8567099157117152,0.7757251950230621,0.9176387647183794,2000,0.7683235596979535,0.9188928121840301,2000,complete_provider
anthropic,lc,90,0.6777777777777778,0.19245008972987523,0.0,0.14814814814814814,0.7851851851851852,0.9925925925925926,0.2222222222222222,0.4864022736921285,0.807948300510975,0.7952028651442354,0.7866989513328019,0.7645006541648494,0.7866962964863223,0.7884729649435532,0.7084603957451321,0.8562327635827601,2000,0.7076089261798696,0.8476926204644137,2000,complete_provider
anthropic,tf,90,0.5555555555555556,0.2630151226308295,0.0,0.20246913580246914,0.7037037037037036,0.9925925925925926,0.30370370370370375,0.5622790662270587,0.84555175170923,0.815883529699425,0.8333768921247922,0.8056683547156924,0.8333527532414543,0.8355817150713181,0.7742975081222117,0.882708894733194,2000,0.7846362469576228,0.8776031183437502,2000,complete_provider
anthropic,mq,90,0.6333333333333333,0.2181101016938586,0.0,0.16790123456790124,0.7555555555555555,0.9925925925925926,0.2518518518518518,0.5160982872846455,0.7913118226764637,0.7803328108810246,0.7999772208913584,0.7782023304995493,0.7999707724729501,0.8020144596181177,0.7191921538342623,0.8630033666372782,2000,0.7099272277822299,0.8689344273292715,2000,complete_provider
anthropic,risk,90,0.7333333333333333,0.16037507477489607,0.0,0.12345679012345682,0.8222222222222223,0.9925925925925926,0.1851851851851852,0.44687716938379496,0.7855470073465521,0.7533775904715823,0.7937221637736004,0.7763035060293533,0.7937065194761729,0.7953151618398637,0.6855277137209685,0.8761319888900968,2000,0.6874244920797833,0.8740194404839747,2000,complete_provider
deepseek,fa,90,0.6666666666666666,0.2181101016938586,0.0,0.1679012345679012,0.7777777777777778,0.9703703703703704,0.2518518518518518,0.5570178760666133,0.8178133278910383,0.8013317104934197,0.8068613963942267,0.7851413678880862,0.8068581970210641,0.8082486919052017,0.7232294879782064,0.8778420286272717,2000,0.7312811284935555,0.87991778196853,2000,complete_provider
deepseek,cc,90,0.6444444444444445,0.21639120682297808,0.0,0.1654320987654321,0.7592592592592592,0.9888888888888889,0.2518518518518518,0.5234264696250714,0.7757433140662161,0.7698451843729269,0.7643786187602245,0.7552336366045402,0.7643616293460395,0.7663047335178482,0.6734031887022237,0.8408663101561619,2000,0.672188246259079,0.8401661280758566,2000,complete_provider
deepseek,lc,90,0.7444444444444445,0.14754506879290438,0.0,0.11358024691358022,0.8296296296296296,1.0,0.1703703703703704,0.4125597871949585,0.737885241050562,0.7230872496261677,0.7288342674269971,0.7122365417580759,0.7288216913875886,0.7311178247734138,0.6252970660253275,0.8223020671339041,2000,0.6218300098071267,0.8162684450168516,2000,complete_provider
deepseek,tf,90,0.6666666666666666,0.20825730896110164,0.0,0.1580246913580247,0.7703703703703703,0.9851851851851853,0.24444444444444446,0.5215327846068192,0.8239396892748387,0.8052485375148082,0.8075796483982391,0.7793005799843845,0.8075791258886199,0.8088243831640058,0.7242646343521927,0.872942605382575,2000,0.7071817134153184,0.8918304986737723,2000,complete_provider
deepseek,mq,90,0.5666666666666667,0.27584512861282123,0.0,0.21234567901234566,0.7111111111111111,0.9703703703703703,0.3185185185185185,0.6130254382807476,0.8239660312983176,0.8006191104024364,0.8276291036541403,0.8000019753135202,0.8276277253498211,0.8290331085916607,0.7581506799185656,0.8822198908470196,2000,0.7570520998354768,0.8828830533608124,2000,complete_provider
deepseek,risk,90,0.7333333333333333,0.1650711828950113,0.0,0.1259259259259259,0.8185185185185185,0.9888888888888889,0.19259259259259262,0.4624849248732866,0.7788776331865138,0.762554557388164,0.7729388442700157,0.7530107121470863,0.7729184000574189,0.7739732025571417,0.6641152529239454,0.8562098199354822,2000,0.649705731568564,0.856882223026278,2000,complete_provider
doubao,fa,90,0.7,0.20825730896110164,0.0,0.1580246913580247,0.7925925925925926,0.9629629629629629,0.24444444444444446,0.5631350437842517,0.8057375312722749,0.7586016598158533,0.8061105007487667,0.7612465147248539,0.8061047408261084,0.8087934049462904,0.7124606937832878,0.8839340930348539,2000,0.7236015309620345,0.8834954642115908,2000,complete_provider
doubao,cc,90,0.6888888888888889,0.18431619186799886,0.0,0.14074074074074075,0.7888888888888889,0.9962962962962963,0.2148148148148148,0.47130623468900684,0.7321638362709444,0.7258839618099522,0.7488562980751494,0.7273018799855689,0.748825724932114,0.7512808570097811,0.6301525827255147,0.8342925225029785,2000,0.6465466052871696,0.8368741063188185,2000,complete_provider
doubao,lc,90,0.7111111111111111,0.1825972969971183,0.0,0.1382716049382716,0.8000000000000002,0.9851851851851853,0.2148148148148148,0.4940718442527994,0.6557647114696378,0.6362158737073357,0.6356787853470193,0.6037312835295061,0.6356323698006844,0.6393221171558393,0.5010677520436962,0.7575033971707303,2000,0.5108072558549993,0.74367125222945,2000,complete_provider
doubao,tf,90,0.5333333333333333,0.2946295610932823,0.0,0.2222222222222222,0.674074074074074,0.9777777777777779,0.34814814814814815,0.6251846724240351,0.8082532386075906,0.7731394764161196,0.8119709315104888,0.7806426819423348,0.8119333397392978,0.8132842496932274,0.741017840558671,0.8684946040916031,2000,0.7396422504871865,0.8694757463084632,2000,complete_provider
doubao,mq,90,0.4888888888888889,0.32326678630650035,0.5773502691896257,0.24197530864197533,0.637037037037037,0.9777777777777777,0.38518518518518524,0.6550067347102266,0.7921815809868633,0.7616353218921974,0.8097288230579432,0.7913926695920271,0.8097158737435777,0.8114544524800935,0.7295112354686455,0.866723680946269,2000,0.7383767616175444,0.8611486204961336,2000,complete_provider
doubao,risk,90,0.5888888888888889,0.23735511066684617,0.0,0.18271604938271604,0.7259259259259259,1.0,0.2740740740740741,0.523215122200975,0.7394060470506303,0.7090228358055708,0.7383421470759449,0.7205051817941317,0.7383377560483678,0.7402996845425868,0.6590533198617361,0.8109229003915528,2000,0.6435926458961307,0.8101108277960865,2000,complete_provider
gemini,fa,90,0.8333333333333334,0.09622504486493766,0.0,0.07407407407407406,0.888888888888889,1.0,0.11111111111111112,0.33121266552383993,0.8171406313919508,0.7774005712908282,0.8359494893271432,0.8039992256440861,0.835941770887232,0.8370759092018549,0.7189555811342264,0.9143979243606675,2000,0.7366755527975481,0.8984818463778982,2000,complete_provider
gemini,cc,90,0.7666666666666667,0.1347150628109127,0.0,0.1037037037037037,0.8444444444444444,1.0,0.15555555555555556,0.3942373614567389,0.8444624769560664,0.8289489169163351,0.8484409490798971,0.8344473196875127,0.8484265372986236,0.8499879605104741,0.7725532079376674,0.9052608249266743,2000,0.7865601329525492,0.9026465830354413,2000,complete_provider
gemini,lc,90,0.8444444444444444,0.10036754145685647,0.0,0.0765432098765432,0.8925925925925925,0.9925925925925926,0.11851851851851852,0.383121604913446,0.6224845822956976,0.5336895358889641,0.6100397491203678,0.5233662975642018,0.6100350832424947,0.614133969217429,0.3930209966405376,0.8208226709381602,2000,0.4058173922568886,0.7983747181560069,2000,complete_provider
gemini,tf,90,0.8,0.15638367350493848,0.0,0.11851851851851851,0.8592592592592592,0.9666666666666667,0.1851851851851852,0.5423510810149194,0.8428978460880764,0.8026997263537614,0.8042335922306408,0.7761220844461187,0.8042139853519167,0.805336832895888,0.6795770986082647,0.8986293844630908,2000,0.7113576795492694,0.8826121563834075,2000,complete_provider
gemini,mq,90,0.8555555555555555,0.10733615597604877,0.0,0.08148148148148149,0.8999999999999999,0.9888888888888889,0.1259259259259259,0.4598420488809973,0.8837212806475719,0.849619730726712,0.8063800336448446,0.7328796818156109,0.806350375695431,0.8027482269503546,0.5931771116766172,0.9337585503909223,2000,0.6364980989379156,0.9247112133842197,2000,complete_provider
gemini,risk,90,0.7888888888888889,0.12658116494903626,0.0,0.0962962962962963,0.8555555555555556,0.9962962962962963,0.14814814814814814,0.39229167330768483,0.7841753785423421,0.7153505835752901,0.7851317407920009,0.7192872989461998,0.7851017884623581,0.7881912964641886,0.6505504798606037,0.8811907578558227,2000,0.6725576285315599,0.867702867298525,2000,complete_provider
glm,fa,90,0.6555555555555556,0.24330953716531556,0.0,0.18271604938271604,0.7555555555555555,0.9555555555555556,0.2888888888888889,0.6135210326515964,0.5287332553033509,0.4781751104595193,0.73588154081531,0.6942143960038523,0.735869909199265,0.7387776243093923,0.4587739758000583,0.8623107383441325,2000,0.4844731323004374,0.8732597700266541,2000,complete_provider
glm,cc,90,0.5222222222222223,0.33609679228849204,0.0,0.2518518518518518,0.6592592592592593,0.9407407407407408,0.39999999999999997,0.7159020041375223,0.7140419514889862,0.6497511792626645,0.7200068776948861,0.6692905624243107,0.7199643921205556,0.7211405040060875,0.6185205840764412,0.7965632057522997,2000,0.6088008238676338,0.8043280833902804,2000,complete_provider
glm,lc,90,0.7888888888888889,0.15521839016225433,0.0,0.11604938271604937,0.8481481481481481,0.9666666666666667,0.1851851851851852,0.5017414148134701,0.6107427780163518,0.5887744711692363,0.6550130578376712,0.6405228758169941,0.6550002397271723,0.6579244856432286,0.45586457912983747,0.802105561633523,2000,0.45833715254190355,0.8056664771013347,2000,complete_provider
glm,tf,90,0.6555555555555556,0.2868494516972776,0.0,0.21728395061728395,0.7555555555555555,0.9259259259259259,0.34074074074074073,0.7621357632921061,0.48381307040334987,0.41920292115495755,0.5316779999362965,0.4399774926899113,0.5316688217443555,0.5323889332269219,0.36224129659296,0.6876701149416975,2000,0.3602656056951017,0.6727355234164598,2000,complete_provider
glm,mq,90,0.6777777777777778,0.29407594956508587,0.0,0.22222222222222224,0.7703703703703703,0.9148148148148149,0.3481481481481481,0.8037474092399653,0.7319943545696286,0.6679500621768689,0.7237567791790092,0.6425379803395884,0.7237556217259701,0.7235931539682005,0.5872167220718255,0.8360368876090865,2000,0.5788950649289347,0.8419239998605155,2000,complete_provider
glm,risk,90,0.5888888888888889,0.3792829183545823,0.0,0.2839506172839506,0.6999999999999998,0.8481481481481481,0.4518518518518519,0.8666977342229399,0.5414861701637571,0.49782569124930287,0.6305091100602612,0.5544318147916097,0.6304625878687161,0.632558892576702,0.4290791046730388,0.7656572713562767,2000,0.42935917481088276,0.7707846149358183,2000,complete_provider
kimi,fa,90,0.4777777777777778,0.35064569314136435,0.5773502691896258,0.26419753086419756,0.6333333333333333,0.9518518518518518,0.4148148148148148,0.7144687988493811,0.6624886403724947,0.6304383352248669,0.6724581887047928,0.645166377542974,0.6724517495383849,0.6750449783045825,0.5624802647624738,0.7713211083399508,2000,0.5715514674362009,0.765368868275948,2000,complete_provider
kimi,cc,90,0.6888888888888889,0.19714619784999055,0.0,0.1506172839506173,0.7888888888888889,0.9814814814814815,0.22962962962962963,0.5160982872846455,0.3752766520525226,0.3579779356005683,0.4361280620756107,0.4254427261353523,0.43611401200228367,0.43976219618814466,0.2076035781296811,0.6377409932474866,2000,0.17185388316338646,0.6592132936891462,2000,complete_provider
kimi,lc,90,0.7222222222222222,0.23219842605420446,0.0,0.17530864197530865,0.8037037037037038,0.9222222222222222,0.2740740740740741,0.6551629961695765,0.6082920030274283,0.5794401822147928,0.5943792096081384,0.5861953238617299,0.5943357998168566,0.597096472057446,0.41202790216372004,0.7436184960971816,2000,0.4213293454733673,0.7387783715056718,2000,complete_provider
kimi,tf,90,0.5555555555555556,0.3121556751953892,0.0,0.2345679012345679,0.6851851851851852,0.9444444444444443,0.3703703703703704,0.6933786445579259,0.7002651868106075,0.6720958818952438,0.707119211914093,0.6882880492855515,0.7071165261333757,0.7093549035369773,0.5947121288171445,0.801044050974237,2000,0.5809221442345525,0.8024027629291244,2000,complete_provider
kimi,mq,90,0.4111111111111111,0.465655170486763,0.5773502691896258,0.34814814814814815,0.5740740740740741,0.8703703703703703,0.5555555555555555,0.9016843544834594,0.5544117058310678,0.5031767641203226,0.5959111014907046,0.5387361561014702,0.5958582167808187,0.5989184317260027,0.4555176900643739,0.7085716654833009,2000,0.45122740360400404,0.7052493193849225,2000,complete_provider
kimi,risk,90,0.4777777777777778,0.4079201435678004,0.5773502691896257,0.3037037037037037,0.6185185185185186,0.8925925925925925,0.4888888888888889,0.8382305014122341,0.5759914647086156,0.5339058585991189,0.5990701835182733,0.5511099545319826,0.5990618000737243,0.6027905665695762,0.4691199886334589,0.7032784120689302,2000,0.47170314291289217,0.7092234312247504,2000,complete_provider
mimo,fa,90,0.24444444444444444,0.8532093290341982,1.0,0.6296296296296297,0.4222222222222222,0.6555555555555556,1.037037037037037,1.5075748979014787,0.3257587052874458,0.26111975828904727,0.28223522989173583,0.22943562068798382,0.282213482896559,0.28565452691573634,0.1573525735919957,0.40584301858186494,2000,0.14786852014241592,0.4190652197707727,2000,complete_provider
mimo,cc,90,0.2,0.6943670790588429,0.5773502691896258,0.5185185185185185,0.41111111111111115,0.7851851851851851,0.837037037037037,1.1893221169665515,0.325994668944773,0.27465956426879967,0.3015453656858233,0.25702966607619454,0.30152590642414806,0.3053126277073968,0.16646451651060948,0.4334863604369125,2000,0.172480400796759,0.42493547247830016,2000,complete_provider
mimo,lc,90,0.25555555555555554,0.7764348563677445,0.5773502691896258,0.582716049382716,0.4518518518518519,0.7851851851851852,0.9333333333333332,1.4676567696358525,0.26227517517978954,0.17446731458388015,0.19757083886200433,0.14135179216702204,0.19756645889069355,0.1960899557645312,0.06030531585559797,0.3479288918848787,2000,0.05264347639377108,0.338894511741842,2000,complete_provider
mimo,tf,90,0.23333333333333334,0.8993268106907457,0.5773502691896258,0.6691358024691357,0.40740740740740744,0.7074074074074074,1.0962962962962963,1.6293923514360866,0.2344015769194617,0.18086290848549869,0.18650838260630465,0.12185622346892724,0.18649676838739718,0.18671946390496497,0.04637748867839375,0.32597569529448994,2000,0.045568269612346744,0.33209760283955847,2000,complete_provider
mimo,mq,90,0.2222222222222222,0.8711880068010184,0.5773502691896258,0.654320987654321,0.4148148148148148,0.7037037037037036,1.0518518518518516,1.5600628932592822,0.3709861432404589,0.3267491341636495,0.3674416870140087,0.3182328528894395,0.36740890862651865,0.37000301217780457,0.21378418947255512,0.5141686617730236,2000,0.18677359607455044,0.5532070945091648,2000,complete_provider
mimo,risk,90,0.3333333333333333,0.5246485157840798,0.5773502691896257,0.3901234567901234,0.5148148148148147,0.862962962962963,0.6296296296296297,0.9658699868979088,0.22475006396527095,0.10959586840656964,0.22530629224895274,0.08475928363447814,0.22529260356466416,0.2230547154248007,0.09504116428211064,0.35448372876472917,2000,0.08844104746003995,0.3742826739471411,2000,complete_provider
openai,fa,90,0.7555555555555555,0.14113006580190854,0.0,0.10864197530864196,0.837037037037037,1.0,0.16296296296296298,0.4011588533332329,0.7981258420486035,0.7521919579297575,0.8123518042926667,0.768007236817309,0.8123308117971764,0.8133104500381391,0.7155290172603975,0.8794597037372397,2000,0.7179385580496419,0.8748370342698011,2000,complete_provider
openai,cc,90,0.6777777777777778,0.18603508673887942,0.0,0.1432098765432099,0.7851851851851852,1.0,0.21481481481481482,0.46190247149218505,0.8206660820938682,0.7915875613359182,0.8037485224878013,0.7713665453761637,0.8037358514760063,0.8072586065267717,0.736740838673151,0.862761898449867,2000,0.7278657238007089,0.8708383068832256,2000,complete_provider
openai,lc,90,0.8444444444444444,0.08981004187394181,0.0,0.06913580246913578,0.8962962962962963,1.0,0.1037037037037037,0.3219296217890031,0.8338707257317687,0.777585338989481,0.8233074643643925,0.8008283243647385,0.8232801538213259,0.8256123163051085,0.7122945233499913,0.900047306850444,2000,0.7284231424340903,0.8879809186078294,2000,complete_provider
openai,tf,90,0.7222222222222222,0.16037507477489607,0.0,0.12345679012345677,0.8148148148148149,1.0,0.1851851851851852,0.4300251265479991,0.788509452884509,0.7593866534221764,0.8096856161346221,0.7969969200608202,0.8096705323643637,0.8113607460788469,0.7181846452658834,0.8722537222421873,2000,0.7174234323842679,0.8743755073657604,2000,complete_provider
openai,mq,90,0.6888888888888889,0.17962008374788357,0.0,0.1382716049382716,0.7925925925925926,1.0,0.2074074074074074,0.45495766023992745,0.8229859968331114,0.807976764946622,0.8536492695199368,0.8320671056256045,0.8536420011265853,0.8555446061097907,0.7788752389719543,0.9056794156035234,2000,0.7697439990775458,0.9118818422721219,2000,complete_provider
openai,risk,90,0.6888888888888889,0.17962008374788357,0.0,0.1382716049382716,0.7925925925925926,1.0,0.2074074074074074,0.4542329009315142,0.7651205729099554,0.7107537147224832,0.7881025180061875,0.7640460036704182,0.788100315344766,0.7902356902356903,0.6878528289864557,0.8568729137343579,2000,0.7024133136919486,0.8461003545533752,2000,complete_provider
qwen,fa,90,0.8666666666666667,0.121885056828921,0.0,0.09382716049382715,0.9111111111111111,0.9703703703703703,0.14074074074074075,0.5374134002855486,0.8476566251179404,0.7944134272416797,0.7760773195525225,0.7056265168738981,0.776069593597294,0.7798358875346929,0.6171664604035211,0.9264126976755053,2000,0.6246463589259661,0.9254708963327755,2000,complete_provider
qwen,cc,90,0.7222222222222222,0.19245008972987526,0.0,0.14814814814814814,0.8148148148148149,0.9777777777777779,0.2222222222222222,0.5737365335545486,0.7766080932948674,0.7324100829868674,0.768522877390419,0.7089790776935908,0.7684995581242918,0.7712976928663204,0.6131753409157146,0.8925581471513883,2000,0.6162335734524951,0.8820023925949159,2000,complete_provider
qwen,lc,90,0.8888888888888888,0.08809114700306121,0.0,0.06666666666666667,0.9222222222222222,0.9814814814814815,0.1037037037037037,0.4076365510843789,0.8138773282737471,0.7624327678018903,0.7540428125461306,0.6910813719923056,0.7540248456546483,0.7607806474231624,0.5896181118904955,0.9154510334034381,2000,0.6058192065580407,0.906791276202789,2000,complete_provider
qwen,tf,90,0.7888888888888889,0.17962008374788357,0.0,0.13827160493827162,0.8592592592592593,0.9555555555555556,0.2074074074074074,0.6289930500895147,0.8223546104154558,0.8030108746242518,0.7979949115142698,0.7558407308563462,0.7979880574302246,0.8000083225833299,0.665347793043319,0.9130386952348069,2000,0.6809298073961239,0.9041536484834124,2000,complete_provider
qwen,mq,90,0.8111111111111111,0.18431619186799886,0.0,0.14074074074074072,0.8703703703703703,0.9518518518518518,0.2148148148148148,0.6827290148096768,0.7595540876197703,0.6711864609590014,0.7775715388221766,0.727240937172164,0.7775701739384308,0.7803062444555869,0.6204134430608326,0.9069336212496693,2000,0.6352269662713107,0.8947369791213645,2000,complete_provider
qwen,risk,90,0.8444444444444444,0.1411300658019085,0.0,0.10864197530864199,0.8962962962962964,0.9629629629629629,0.16296296296296298,0.5683352434346987,0.788949082324428,0.7474220118367163,0.751504160793786,0.6681525426506497,0.751494553361114,0.756135334762926,0.5976724544537805,0.9095708498900239,2000,0.5968757565363291,0.9070161775771141,2000,complete_provider
